customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
4913-EHYUI,Fiber optic,1,0,1,0,1,1
0195-IESCP,Fiber optic,0,0,0,0,0,1
4580-TMHJU,DSL,0,0,0,0,1,0
0970-ETWGE,Fiber optic,0,0,0,0,1,1
4908-XAXAY,Fiber optic,0,1,1,0,0,1
1626-ERCMM,Fiber optic,0,0,0,0,1,1
0887-HJGAR,DSL,0,0,0,0,0,0
2391-IPLOP,DSL,0,0,1,1,1,0
5644-PDMZC,Fiber optic,0,1,0,0,0,1
3509-GWQGF,Fiber optic,0,0,0,0,0,0
9576-ANLXO,Fiber optic,0,0,0,0,0,0
2024-BASKD,Fiber optic,0,0,1,0,0,0
5183-SNMJQ,Fiber optic,0,0,0,1,1,1
8100-PNJMH,DSL,1,1,1,1,1,1
7838-LAZFO,DSL,1,1,1,0,1,1
5650-VDUDS,DSL,0,0,0,0,0,0
8095-WANWK,DSL,0,0,0,0,0,0
9565-FLVCG,DSL,1,1,0,0,0,1
2800-VEQXM,Fiber optic,0,0,1,0,0,0
7538-GWHML,Fiber optic,0,0,0,0,0,0
5533-RJFTJ,DSL,0,0,1,0,0,0
3859-CVCET,DSL,0,0,0,0,0,0
0214-JHPFW,DSL,0,1,1,1,1,1
3276-HDUEG,Fiber optic,0,0,0,0,0,0
0823-HSCDJ,DSL,0,1,0,0,1,1
3729-OWRVL,Fiber optic,1,0,1,1,1,1
0822-GAVAP,DSL,0,0,0,0,0,1
5760-IFJOZ,Fiber optic,0,1,1,0,1,1
2826-UWHIS,Fiber optic,0,1,0,0,0,0
1448-PWKYE,Fiber optic,0,0,0,0,0,1
7501-IWUNG,DSL,0,0,1,1,1,1
4957-TREIR,DSL,1,0,0,1,1,0
7251-LJBQN,Fiber optic,0,0,1,1,1,1
8040-MNRTF,Fiber optic,0,0,0,0,0,0
1536-HBSWP,DSL,0,0,0,1,0,0
0067-DKWBL,DSL,1,0,0,0,0,0
0946-FKYTX,DSL,0,1,0,0,0,0
5076-YVXCM,Fiber optic,0,0,0,0,0,1
6663-JOCQO,DSL,1,1,0,1,0,1
2276-YDAVZ,Fiber optic,0,0,0,0,0,0
0078-XZMHT,DSL,0,1,1,1,1,1
5896-NPFWW,DSL,0,0,1,0,0,0
9978-HYCIN,Fiber optic,0,1,0,0,1,0
8338-QIUNR,DSL,1,0,1,1,0,0
1525-LNLOJ,DSL,0,0,1,0,1,0
9450-TRJUU,Fiber optic,0,0,0,0,1,0
1766-GKNMI,Fiber optic,0,0,0,0,0,1
1456-TWCGB,DSL,0,1,0,0,0,0
7133-VBDCG,Fiber optic,1,1,0,0,0,0
7596-ZYWBB,DSL,1,1,0,1,0,0
8329-UTMVM,Fiber optic,0,1,0,1,1,1
3014-WJKSM,Fiber optic,0,0,1,0,0,0
3347-YJZZE,DSL,0,1,1,0,1,1
7929-DMBCV,Fiber optic,0,0,1,1,0,0
5433-KYGHE,Fiber optic,1,0,0,1,0,0
5575-TPIZQ,Fiber optic,1,0,0,0,1,0
0114-IGABW,DSL,0,1,1,1,1,1
9944-AEXBM,Fiber optic,0,0,0,0,0,1
1853-ARAAQ,DSL,0,0,1,0,1,1
6952-OMNWB,Fiber optic,0,0,1,0,0,0
4952-YSOGZ,Fiber optic,0,0,0,0,0,1
1589-AGTLK,DSL,0,0,0,0,0,0
5244-IRFIH,Fiber optic,0,0,0,0,1,1
6786-OBWQR,Fiber optic,0,0,0,0,1,0
2684-EIWEO,Fiber optic,1,1,1,0,0,0
2753-JMMCV,DSL,0,1,1,1,0,1
6439-GTPCA,Fiber optic,0,0,1,1,0,0
1216-JWVUX,Fiber optic,0,1,0,0,0,0
7564-GHCVB,Fiber optic,1,0,0,0,0,0
1173-NOEYG,Fiber optic,0,0,1,0,0,1
7595-EHCDL,DSL,0,0,1,0,1,1
6647-ZEDXT,Fiber optic,0,1,1,1,1,1
2521-NPUZR,Fiber optic,1,1,1,1,0,1
1307-TVUFB,Fiber optic,0,1,0,0,0,0
7503-MIOGA,DSL,1,1,1,1,1,1
4381-MHQDC,DSL,1,0,1,1,0,0
6923-JHPMP,Fiber optic,1,0,1,0,0,0
5138-WVKYJ,Fiber optic,1,0,0,0,1,1
1635-FJFCC,DSL,0,0,0,0,0,0
2499-AJYUA,Fiber optic,0,1,1,1,1,1
6919-ELBGL,Fiber optic,1,1,1,1,1,1
3966-HRMZA,Fiber optic,0,0,1,0,0,0
8405-IGQFX,Fiber optic,0,0,1,1,1,0
8224-IVVPA,DSL,1,1,0,0,0,0
9477-LGWQI,DSL,1,1,1,0,1,1
1410-RSCMR,DSL,1,0,1,1,0,1
0139-IVFJG,Fiber optic,1,1,0,0,1,0
6683-VLCTZ,Fiber optic,0,0,1,0,1,1
2189-WWOEW,Fiber optic,0,1,0,0,0,1
5684-FJVYR,Fiber optic,1,1,0,1,0,0
1894-IGFSG,Fiber optic,0,0,0,0,1,1
7379-POKDZ,Fiber optic,0,0,0,0,0,0
1266-NZYUI,DSL,1,0,1,1,0,0
4718-DHSMV,DSL,0,0,0,0,1,0
5175-WLYXL,Fiber optic,0,1,0,0,0,0
8728-SKJLR,Fiber optic,0,0,0,1,0,0
3137-NYQQI,DSL,1,1,0,0,0,1
0236-HFWSV,Fiber optic,0,0,0,0,1,1
5842-POCOP,Fiber optic,1,0,1,0,0,1
2037-XJFUP,Fiber optic,0,0,1,0,1,1
8823-RLPWL,Fiber optic,1,1,1,0,1,1
9505-SQFSW,DSL,0,1,0,0,0,1
7314-OXENN,Fiber optic,0,1,0,0,0,0
3758-CKOQL,Fiber optic,1,1,1,1,0,1
0322-CHQRU,DSL,0,0,0,0,0,0
5676-CFLYY,DSL,0,1,0,1,1,1
7521-AFHAB,DSL,0,0,0,0,0,0
0285-INHLN,DSL,1,1,0,0,0,0
4678-DVQEO,DSL,0,0,0,1,0,0
5125-CNDSP,DSL,1,1,0,1,0,0
0691-IFBQW,Fiber optic,1,1,1,0,1,1
4992-LTJNE,DSL,1,0,0,0,0,0
2202-OUTMO,DSL,1,0,0,1,0,0
0810-BDHAW,DSL,1,1,0,0,1,1
0229-LFJAF,DSL,1,1,1,1,0,0
7131-ZQZNK,DSL,1,0,1,1,1,1
3442-ZHHCC,DSL,1,1,1,0,0,1
9871-ELEYA,DSL,1,0,1,1,1,0
4257-GAESD,DSL,0,0,0,0,1,1
5173-WXOQV,DSL,0,1,0,1,0,1
2040-OBMLJ,Fiber optic,0,0,0,1,0,0
3009-JWMPU,Fiber optic,0,0,1,0,1,1
5671-RQRLP,Fiber optic,0,0,0,0,0,0
1450-GALXR,Fiber optic,0,0,0,1,1,1
3174-AKMAS,DSL,0,1,0,1,1,0
3138-BKYAV,Fiber optic,0,1,0,0,1,0
9926-PJHDQ,DSL,0,0,1,0,1,1
7382-DFJTU,DSL,0,0,1,1,0,0
2798-NYLMZ,Fiber optic,1,0,1,1,1,1
4289-DTDKW,Fiber optic,0,1,0,0,1,1
1820-TQVEV,Fiber optic,0,0,0,0,0,0
2239-JALAW,Fiber optic,0,1,1,0,1,1
4853-RULSV,Fiber optic,1,0,0,1,1,1
3551-GAEGL,DSL,1,0,0,0,0,0
3196-NVXLZ,Fiber optic,0,0,0,0,1,0
6275-YDUVO,Fiber optic,0,0,1,0,0,1
0036-IHMOT,Fiber optic,0,1,1,1,1,1
0115-TFERT,Fiber optic,0,1,1,1,1,1
4178-EGMON,Fiber optic,1,1,0,1,0,0
4220-TINQT,Fiber optic,0,0,1,1,1,1
5318-YKDPV,DSL,1,0,1,1,1,1
7975-TZMLR,Fiber optic,0,1,1,0,1,1
0295-QVKPB,DSL,0,0,1,1,1,0
2311-QYMUQ,Fiber optic,0,1,1,0,1,0
3643-AHCFP,Fiber optic,0,0,0,0,1,1
3104-OWCGK,Fiber optic,0,1,1,0,1,0
5337-IIWKZ,DSL,0,0,1,1,1,0
9101-BWFSS,Fiber optic,1,1,0,1,1,1
3487-EARAT,DSL,1,1,1,1,0,1
2672-TGEFF,Fiber optic,0,1,0,0,1,0
9231-ZJYAM,Fiber optic,0,0,0,0,1,0
4250-WAROZ,Fiber optic,1,1,0,0,0,1
8184-WMOFI,DSL,1,0,1,1,0,1
6982-SSHFK,DSL,0,0,0,0,0,0
6092-QZVPP,DSL,1,0,1,1,1,1
0727-BMPLR,Fiber optic,0,0,1,0,1,1
0392-BZIUW,Fiber optic,1,0,1,0,1,1
6549-NNDYT,DSL,1,0,0,0,0,0
3027-ZTDHO,Fiber optic,0,0,0,0,1,1
6916-HIJSE,DSL,1,1,1,1,1,1
2316-ESMLS,DSL,1,0,0,1,0,0
9778-OGKQZ,DSL,1,1,1,1,1,1
7408-OFWXJ,DSL,1,1,1,1,1,1
6007-TCTST,Fiber optic,1,1,1,1,1,1
2252-NKNSI,DSL,1,1,0,1,1,1
7905-TVXTA,DSL,1,0,0,1,1,0
2382-BCKQJ,Fiber optic,0,0,1,0,1,1
8374-UULRV,DSL,1,1,0,1,1,1
2207-NHRJK,DSL,0,1,0,0,0,0
3224-DFQNQ,Fiber optic,1,1,0,1,0,0
5275-PMFUT,DSL,1,1,1,1,1,1
9777-IQHWP,Fiber optic,1,0,1,0,0,1
0947-MUGVO,Fiber optic,0,1,0,0,0,0
9944-HKVVB,Fiber optic,0,1,0,0,1,1
4124-MMETB,Fiber optic,0,0,0,0,1,1
3671-SHRSP,Fiber optic,0,0,1,1,0,0
0979-MOZQI,DSL,0,0,0,1,1,0
3313-QKNKB,Fiber optic,0,0,0,0,0,1
1937-OTUKY,Fiber optic,1,0,1,1,1,0
1573-LGXBA,Fiber optic,0,1,1,0,1,1
5073-WXOYN,DSL,0,1,0,0,1,1
4713-ZBURT,Fiber optic,0,0,1,0,1,1
3050-GBUSH,DSL,0,0,0,0,1,0
0207-MDKNV,Fiber optic,1,0,1,1,1,1
7876-AEHIG,DSL,1,0,1,1,1,1
7945-HLKEA,DSL,1,0,1,1,0,0
9342-VNIMQ,DSL,0,1,0,0,0,0
9851-KIELU,Fiber optic,1,1,1,1,1,1
3908-BLSYF,Fiber optic,0,0,1,0,0,1
3199-NPKCN,Fiber optic,1,0,1,1,1,1
5170-PTRKA,DSL,1,0,0,1,0,0
2123-AGEEN,Fiber optic,0,0,1,0,1,0
1258-YMZNM,Fiber optic,1,1,1,0,1,1
0048-LUMLS,Fiber optic,0,0,0,0,1,1
7549-MYGPK,Fiber optic,1,1,1,0,1,0
5898-IGSLP,Fiber optic,1,0,1,1,0,0
3804-RVTGV,Fiber optic,0,1,1,0,1,1
6259-WJQLC,Fiber optic,0,0,1,0,0,0
9227-LUNBG,DSL,0,0,0,0,0,0
7997-EASSD,Fiber optic,0,0,0,1,0,0
0730-KOAVE,Fiber optic,1,1,0,0,0,1
8975-SKGRX,Fiber optic,1,1,1,1,1,1
0678-RLHVP,Fiber optic,0,1,1,0,1,1
4315-MURBD,Fiber optic,1,0,0,1,1,1
2267-FPIMA,Fiber optic,1,1,0,0,0,1
9734-YWGEX,Fiber optic,0,0,1,0,1,1
2719-BDAQO,Fiber optic,1,0,0,0,1,1
5285-MVEHD,Fiber optic,1,1,1,0,1,1
0379-DJQHR,DSL,1,1,1,0,1,1
0781-LKXBR,Fiber optic,0,0,1,0,1,1
5543-QDCRY,DSL,0,0,0,0,1,0
0297-RBCSG,DSL,0,1,0,1,0,1
0835-JKADZ,Fiber optic,0,1,1,1,1,1
1907-UBQFC,Fiber optic,0,1,0,0,0,0
7508-SMHXL,Fiber optic,0,1,0,0,1,0
3865-YIOTT,Fiber optic,1,0,1,0,1,1
6513-EECDB,Fiber optic,0,0,0,0,0,0
3956-CJUST,Fiber optic,1,0,0,0,0,0
4079-WWQQQ,DSL,1,1,1,1,1,1
6103-BOCOU,Fiber optic,0,0,1,0,0,0
5149-TGWDZ,Fiber optic,0,1,1,1,1,1
4301-VVZKA,Fiber optic,0,0,0,0,0,0
9199-PWQVC,DSL,1,1,0,0,1,1
4824-GUCBY,Fiber optic,1,1,0,0,0,0
5393-HJZSM,DSL,1,1,1,1,0,1
7074-IEVOJ,Fiber optic,0,1,0,0,0,0
9625-QSTYE,Fiber optic,0,1,1,0,0,0
0862-PRCBS,Fiber optic,0,1,0,1,1,1
8812-ZRHFP,Fiber optic,0,0,1,0,0,1
5146-CBVOE,Fiber optic,0,1,0,0,0,0
0454-OKRCT,Fiber optic,0,1,0,1,0,0
4750-ZRXIU,Fiber optic,0,0,0,0,0,1
4198-VFOEA,DSL,1,0,0,1,0,0
6630-UJZMY,Fiber optic,0,0,0,0,1,0
5709-LVOEQ,DSL,1,1,1,0,1,1
6400-BWQKW,Fiber optic,1,0,0,0,0,0
2692-AQCPF,Fiber optic,0,1,1,1,1,1
0811-GSDTP,DSL,0,1,0,0,0,0
7567-ECMCM,Fiber optic,0,0,0,0,0,1
6115-ZTBFQ,DSL,1,1,1,1,1,1
6353-BRMMA,Fiber optic,1,1,0,0,1,1
6680-WKXRZ,Fiber optic,0,0,0,0,0,0
9904-EHEVJ,Fiber optic,0,0,1,0,1,0
7028-DVOIQ,Fiber optic,0,0,1,0,1,1
4208-UFFGW,DSL,0,0,0,0,0,0
8584-KMVXD,Fiber optic,0,1,0,0,0,0
8467-WYNSR,DSL,1,0,0,1,0,0
0851-DFJKB,DSL,1,0,1,1,0,0
5382-SOYZL,Fiber optic,0,0,0,0,1,1
9448-REEVD,DSL,0,0,0,0,0,0
8388-FYNPZ,DSL,1,0,1,0,0,0
4002-BQWPQ,DSL,1,1,1,1,0,1
5651-YLPRD,Fiber optic,0,1,0,0,1,0
2826-DXLQO,DSL,1,0,0,0,0,0
9489-UTFKA,DSL,1,0,0,0,1,0
4849-PYRLQ,DSL,1,0,1,1,0,1
9117-SHLZX,DSL,0,0,0,0,0,0
9889-TMAHG,Fiber optic,1,0,0,1,1,1
3429-IFLEM,DSL,1,1,1,1,1,0
3158-MOERK,Fiber optic,0,0,0,0,1,1
7294-TMAOP,Fiber optic,0,0,0,0,1,1
5002-GCQFH,Fiber optic,1,1,0,0,1,0
0556-FJEGU,DSL,0,1,1,1,1,0
8919-FYFQZ,DSL,0,1,0,0,0,0
0604-THJFP,DSL,0,1,0,1,1,1
2834-JRTUA,Fiber optic,1,0,1,1,1,1
5875-YPQFJ,Fiber optic,0,0,0,0,0,0
5879-SESNB,Fiber optic,0,0,0,0,0,0
6646-QVXLR,Fiber optic,0,1,1,0,1,1
6461-PPAXN,DSL,1,0,0,1,0,0
2483-XSSMZ,DSL,1,0,0,0,0,0
8603-IJWDN,Fiber optic,0,0,0,0,0,1
9369-XFEHK,Fiber optic,0,1,0,0,0,0
2604-XVDAM,DSL,0,0,0,0,0,0
1206-EHBDD,Fiber optic,1,0,1,0,0,0
3842-IYKUE,Fiber optic,0,1,0,1,0,0
6641-XRPSU,Fiber optic,0,0,0,0,0,0
1374-DMZUI,Fiber optic,0,0,0,0,1,1
3234-VKACU,DSL,0,0,0,1,1,1
8357-EQXFO,Fiber optic,0,0,1,0,1,1
1989-PRJHP,Fiber optic,0,0,0,0,0,0
8120-JDCAM,Fiber optic,0,0,0,0,0,0
2858-EIMXH,Fiber optic,0,0,0,0,1,1
9524-EGPJC,Fiber optic,0,0,0,1,0,1
6993-OHLXR,Fiber optic,0,0,0,0,0,0
8818-XYFCQ,Fiber optic,1,0,0,0,1,1
0929-HYQEW,DSL,1,0,0,0,0,0
6614-YOLAC,DSL,1,1,0,1,1,1
7426-RHZGU,Fiber optic,0,0,0,1,1,1
4065-JJAVA,DSL,0,1,0,0,0,0
4695-VADHF,DSL,0,0,1,0,0,1
3863-IUBJR,DSL,0,0,0,0,0,1
7649-SIJJF,DSL,1,1,1,1,0,1
3748-FVMZZ,DSL,0,0,0,1,0,1
1452-XRSJV,DSL,1,0,0,0,0,0
3422-WJOYD,DSL,1,0,0,1,0,0
8242-SOQUO,Fiber optic,0,1,0,0,1,0
7460-ITWWP,Fiber optic,0,0,1,0,0,1
7147-AYBAA,Fiber optic,0,0,0,0,0,0
7868-TMWMZ,Fiber optic,1,1,1,1,1,1
4822-RVYBB,Fiber optic,0,0,1,0,1,1
6732-FZUGP,Fiber optic,1,0,1,0,1,0
8436-BJUMM,Fiber optic,0,0,0,0,1,0
4184-TJFAN,Fiber optic,1,0,0,1,1,0
8329-GWVPJ,Fiber optic,0,0,0,0,0,0
1352-VHKAJ,DSL,0,0,0,1,1,1
4145-UQXUQ,Fiber optic,0,0,1,0,1,1
8146-QQKZH,DSL,1,0,1,1,1,1
6445-TNRXS,Fiber optic,1,1,1,1,1,1
4581-LNWUM,DSL,0,0,1,0,1,1
4869-EPIUS,Fiber optic,0,0,0,0,0,1
9948-YPTDG,Fiber optic,1,1,0,0,0,0
1236-WFCDV,Fiber optic,0,0,0,0,1,1
7296-PIXQY,Fiber optic,0,0,0,0,0,0
4883-QICIH,Fiber optic,0,0,0,0,0,0
3354-OADJP,DSL,1,0,0,1,0,0
3524-WQDSG,Fiber optic,0,0,1,0,1,1
0810-DHDBD,DSL,1,0,1,1,1,0
4026-SKKHW,DSL,0,0,0,1,0,0
1271-SJBGZ,DSL,0,0,1,1,0,1
3845-JHAMY,DSL,0,0,0,0,0,1
7013-PSXHK,DSL,0,0,1,1,1,1
5669-SRAIP,DSL,0,0,1,0,0,1
5981-ITEMU,Fiber optic,0,0,0,0,1,1
6941-PMGEP,Fiber optic,0,0,0,0,0,1
1624-WOIWJ,Fiber optic,1,0,0,0,1,0
2074-GKOWZ,Fiber optic,0,0,0,0,1,1
0376-YMCJC,Fiber optic,0,0,0,1,1,0
4829-ZLJTK,Fiber optic,1,1,1,0,1,1
1730-VFMWO,DSL,0,0,0,1,0,0
7143-BQIBA,DSL,1,0,0,1,1,0
3800-LYTRK,DSL,1,0,0,1,0,0
0634-SZPQA,Fiber optic,1,0,0,0,1,0
7030-NJVDP,Fiber optic,1,0,0,1,0,1
5536-RTPWK,Fiber optic,0,1,0,0,1,1
8883-GRDWQ,DSL,1,0,0,1,0,0
6166-ILMNY,Fiber optic,0,0,0,0,0,0
3097-NNSPB,DSL,0,1,0,0,0,0
7771-ZONAT,DSL,0,0,1,1,1,1
0655-RBDUG,Fiber optic,0,0,1,0,1,1
4194-WHFCB,Fiber optic,0,1,0,1,0,1
4361-BKAXE,Fiber optic,1,1,1,1,1,1
9845-PEEKO,Fiber optic,0,1,0,0,0,0
0455-XFASS,Fiber optic,0,0,0,0,0,0
1751-NCDLI,Fiber optic,0,0,1,0,1,1
9878-TNQGW,Fiber optic,0,0,0,0,0,1
4441-NIHPT,Fiber optic,0,0,1,0,0,0
8999-BOHSE,Fiber optic,0,0,0,0,1,1
7241-AJHFS,Fiber optic,1,0,0,1,0,0
7029-RPUAV,Fiber optic,0,0,1,0,1,1
4546-FOKWR,Fiber optic,0,0,0,0,0,0
9036-CSKBW,Fiber optic,1,1,1,0,1,1
5832-TRLPB,DSL,0,0,1,1,1,1
8590-YFFQO,DSL,1,1,1,1,0,0
8659-IOOPU,Fiber optic,1,0,1,1,0,1
1338-CECEE,DSL,0,1,1,0,1,0
7439-DKZTW,Fiber optic,0,0,0,0,1,0
4646-QZXTF,DSL,1,0,1,1,1,1
4607-CHPCA,Fiber optic,0,0,0,0,1,1
9742-XOKTS,Fiber optic,1,1,0,1,0,0
6921-OZMFH,DSL,0,0,0,1,0,0
8824-RWFXJ,DSL,0,1,1,0,0,0
7722-CVFXN,Fiber optic,0,1,0,1,1,1
7363-QTBIW,Fiber optic,0,0,0,0,0,1
4159-NAAIX,Fiber optic,0,1,0,0,1,1
3391-JSQEW,DSL,0,1,0,0,0,0
0343-QLUZP,DSL,1,1,1,0,0,0
9763-PDTKK,Fiber optic,1,0,1,1,0,1
2176-LVPNX,DSL,1,1,1,1,1,1
7627-JKIAZ,Fiber optic,0,0,1,0,0,0
3312-UUMZW,Fiber optic,0,1,0,0,1,1
1271-UODNO,DSL,0,0,0,1,0,0
6900-RBKER,Fiber optic,0,0,1,0,0,1
6891-JPYFF,Fiber optic,1,1,0,0,1,1
1459-QNFQT,DSL,1,0,1,1,1,1
1047-NNCBF,Fiber optic,0,0,0,0,0,0
3696-XRIEN,DSL,1,0,1,1,1,1
4081-DYXAV,DSL,0,0,0,0,1,1
0074-HDKDG,DSL,1,1,1,0,0,0
8791-GFXLZ,DSL,0,1,0,0,0,0
8111-SLLHI,Fiber optic,0,1,1,0,1,1
0927-LCSMG,Fiber optic,0,0,1,0,0,0
9330-DHBFL,DSL,1,1,1,1,0,0
3452-ABWRL,Fiber optic,0,0,0,0,1,0
8257-RZAHR,DSL,1,0,0,0,1,0
5293-WXJAK,Fiber optic,0,0,1,1,1,1
2208-NQBCT,Fiber optic,1,1,0,0,0,0
1779-PWPMG,Fiber optic,1,1,1,1,1,1
0774-IFUVM,DSL,1,0,0,0,1,0
9553-DLCLU,DSL,1,1,1,1,1,1
2460-NGXBJ,Fiber optic,0,0,0,0,0,0
2446-ZKVAF,DSL,0,1,0,0,0,0
0841-NULXI,DSL,0,0,0,0,0,1
3522-CDKHF,Fiber optic,1,0,0,0,0,0
1430-SFQSA,DSL,1,0,0,1,0,0
0411-EZJZE,DSL,0,0,0,0,1,0
7851-WZEKY,Fiber optic,0,0,0,0,1,1
8844-TONUD,Fiber optic,0,0,1,0,1,1
8807-ARQET,DSL,0,1,0,0,0,1
4320-QMLLA,DSL,0,0,0,0,1,0
8777-PVYGU,DSL,1,0,1,0,1,0
6870-ZWMNX,DSL,0,1,1,1,1,0
5268-DSMNQ,Fiber optic,0,1,1,0,1,0
5334-JLAXU,Fiber optic,1,1,0,0,0,1
4086-YQSNZ,Fiber optic,0,0,0,0,1,0
6242-MBHPK,Fiber optic,1,0,0,0,1,1
5868-CZJDR,DSL,0,1,0,0,0,0
9359-UGBTK,DSL,1,0,1,1,0,1
0135-NMXAP,Fiber optic,0,1,0,0,1,0
4782-OSFXZ,DSL,1,1,1,1,0,1
7129-ACFOG,DSL,1,0,0,0,0,0
4189-NAKJS,DSL,0,0,0,0,0,0
1282-IHQAC,DSL,0,1,1,0,1,0
9127-FHJBZ,Fiber optic,1,1,1,1,1,1
6270-OMFIW,Fiber optic,0,1,0,0,1,1
1641-RQDAY,Fiber optic,0,1,0,0,1,1
6994-ORCWG,DSL,0,1,0,0,0,0
1346-UFHAX,Fiber optic,1,0,0,0,0,0
3992-YWPKO,Fiber optic,0,1,1,1,1,1
2933-XEUJM,DSL,1,0,1,0,1,1
0125-LZQXK,Fiber optic,0,0,1,1,1,1
5461-QKNTN,Fiber optic,0,1,0,1,1,0
4835-YSJMR,DSL,0,0,0,1,0,0
8399-YNDCH,DSL,0,0,1,0,1,0
3164-YAXFY,DSL,1,0,1,0,1,1
0887-WBJVH,Fiber optic,0,0,0,1,1,1
4660-IRIBM,Fiber optic,1,0,1,0,1,0
5673-FSSMF,DSL,0,0,0,0,0,1
7670-ZBPOQ,DSL,1,0,0,1,0,0
8089-UZWLX,Fiber optic,0,0,1,0,1,1
0080-OROZO,Fiber optic,0,0,1,1,1,1
3916-NRPAP,Fiber optic,0,0,1,0,0,1
6807-SIWJI,Fiber optic,1,1,0,0,1,1
8221-HVAYI,DSL,1,1,1,1,0,0
1579-KLYDT,Fiber optic,0,0,1,0,1,0
5232-NXPAY,DSL,0,0,1,1,1,1
8967-SZQAS,DSL,0,1,0,0,0,0
4468-KAZHE,DSL,0,1,0,0,0,1
0455-ENTCR,DSL,1,1,0,1,1,1
7126-RBHSD,Fiber optic,1,0,0,0,0,0
5370-IIVVL,Fiber optic,0,1,0,1,1,1
6789-HJBWG,DSL,0,1,0,0,0,0
3927-NLNRY,Fiber optic,0,1,0,0,1,1
6791-YBNAK,DSL,0,0,0,0,0,0
6358-LYNGM,Fiber optic,0,0,0,0,0,0
6077-BDPXA,Fiber optic,0,0,0,0,0,0
0013-MHZWF,DSL,0,0,0,1,1,1
5494-HECPR,Fiber optic,0,0,0,0,1,0
8268-YDIXR,Fiber optic,1,1,1,0,0,0
9824-BEMCV,Fiber optic,0,0,0,0,0,0
1373-ORVIZ,DSL,0,0,0,1,0,1
4291-SHSBH,Fiber optic,0,0,0,0,0,0
9866-QEVEE,Fiber optic,0,0,0,0,0,1
9897-KXHCM,Fiber optic,0,0,0,0,0,1
7979-CORPM,Fiber optic,0,1,0,0,1,0
2294-DMMUS,DSL,0,0,0,0,1,1
0872-JCPIB,DSL,1,0,0,0,0,1
3055-MJDSB,DSL,0,0,0,0,0,0
9091-WTUUY,DSL,1,0,1,1,1,0
1618-CFHME,Fiber optic,0,0,0,0,0,0
3165-HDOEW,DSL,0,0,0,0,0,0
6581-NQCBA,DSL,0,0,0,1,1,1
8496-DMZUK,Fiber optic,1,1,1,0,0,0
2040-VZIKE,Fiber optic,1,0,0,0,1,1
9068-VPWQQ,DSL,1,0,1,1,0,1
0178-SZBHO,Fiber optic,0,1,0,0,1,0
0384-RVBPI,DSL,1,0,1,0,0,1
1689-MRZQR,Fiber optic,0,0,0,0,1,0
4525-VZCZG,Fiber optic,1,1,0,1,1,1
1543-LLLFT,Fiber optic,0,1,1,1,1,0
5835-BEQEU,Fiber optic,0,0,0,0,0,0
5565-FILXA,Fiber optic,0,0,0,0,1,1
0319-QZTCO,DSL,0,1,0,0,1,0
0096-FCPUF,DSL,1,0,0,0,0,1
0668-OGMHD,DSL,1,0,0,0,0,0
5552-ZNFSJ,DSL,0,0,0,0,0,0
6507-ZJSUR,Fiber optic,0,0,0,0,1,1
9408-HRXRK,Fiber optic,1,1,0,0,1,1
5593-SUAOO,Fiber optic,0,1,1,0,0,0
7321-PKUYW,Fiber optic,0,0,0,1,1,0
2833-SLKDQ,DSL,0,0,0,0,0,0
6766-HFKLA,Fiber optic,0,0,1,1,1,1
7595-EUIVN,Fiber optic,0,1,0,0,0,0
2026-TGDHM,Fiber optic,0,0,0,0,0,1
9220-ZNKJI,Fiber optic,0,0,1,1,1,0
4030-VPZBD,DSL,0,0,0,1,0,0
2226-ICFDO,DSL,1,0,1,1,1,1
0723-VSOBE,DSL,0,0,0,0,0,1
4187-CINZD,Fiber optic,0,1,0,0,1,1
9992-UJOEL,DSL,0,1,0,0,0,0
4741-WWJQZ,Fiber optic,1,0,0,1,0,0
6625-UTXEW,DSL,0,1,0,0,0,0
6818-WOBHJ,Fiber optic,0,1,0,0,0,1
6244-BESBM,Fiber optic,0,0,0,1,1,1
1004-NOZNR,Fiber optic,1,0,0,0,1,1
1251-STYSZ,Fiber optic,1,0,0,0,0,0
2612-PHGOX,DSL,0,1,1,1,1,0
2408-TZMJL,Fiber optic,1,1,1,0,1,1
8480-PPONV,Fiber optic,1,1,1,1,1,1
4598-ZADCK,DSL,1,1,1,1,1,0
9681-KYGYB,Fiber optic,1,1,1,0,0,0
7182-OVLBJ,Fiber optic,1,0,0,0,1,1
5095-ETBRJ,DSL,1,1,0,1,0,0
7005-CYUIL,Fiber optic,1,1,1,1,1,0
4730-AWNAU,DSL,1,0,1,1,1,1
2388-LAESQ,Fiber optic,1,1,1,1,1,1
6260-ONULR,DSL,0,0,0,0,1,1
4389-UEFCZ,Fiber optic,1,0,1,0,1,1
9134-CEQMF,Fiber optic,0,0,0,0,1,1
8985-OOPOS,DSL,0,0,1,1,1,1
8800-ZKRFW,Fiber optic,0,1,1,1,1,1
9968-FFVVH,DSL,1,1,1,1,0,0
3108-PCCGG,DSL,1,1,1,0,1,1
7993-PYKOF,Fiber optic,1,0,0,0,0,0
8390-FESFV,DSL,0,1,1,1,1,1
3022-BEXHZ,Fiber optic,0,1,1,1,1,1
5027-XWQHA,DSL,0,0,0,0,0,0
6248-TKCQV,DSL,1,0,0,1,1,1
6729-GDNGC,Fiber optic,0,0,0,0,1,0
6198-ZFIOJ,Fiber optic,0,0,0,0,0,0
