customerID,MultipleLines
9885-AIBVB,1
1934-MKPXS,0
2592-YKDIF,0
2272-JKMSI,1
0471-LVHGK,1
9518-RWHZL,1
8714-CTZJW,0
3569-EDBPQ,1
3131-NWVFJ,0
7521-YXVZY,0
5419-CONWX,0
2373-NTKOD,0
1970-KKFWL,1
6960-HVYXR,1
9337-SRRNI,1
5678-VFNEQ,1
5977-CKHON,1
7024-OHCCK,1
2692-BUCFV,0
7861-UVUFT,0
1830-GGFNM,1
5302-BDJNT,1
5223-UZAVK,0
5651-WYIPH,0
9350-VLHMB,1
3498-LZGQZ,0
8785-CJSHH,1
5357-TZHPP,1
3870-SPZSI,1
0680-DFNNY,1
7560-QRBXH,0
7077-XJMET,0
8752-GHJFU,1
6896-SRVYQ,0
7767-UXAGJ,1
4652-ODEVH,1
6510-UPNKS,1
6718-BDGHG,1
9046-DQMTP,0
6439-LAJXL,0
1571-SAVHK,1
9052-VKDUW,1
9546-CQJSU,1
1666-JZPZT,1
5777-KJIRB,0
0506-LVNGN,0
7677-SJJJK,0
2480-EJWYP,1
3253-HKOKL,0
7055-HNEOJ,0
5514-YQENT,0
3211-AAPKX,1
8445-DNBAE,1
2951-QOQTK,1
2958-NHPPS,0
6806-YDEUL,0
1735-XMJVH,0
6890-PFRQX,1
5899-OUVKV,0
8681-ICONS,0
1621-YNCJH,1
3473-XIIIT,1
6362-QHAFM,1
7893-IXHRQ,0
3070-BDOQC,0
2952-QAYZF,1
6234-PFPXL,1
9824-QCJPK,0
4763-PGDPO,0
4283-IVYCI,0
1866-OBPNR,0
8205-MQUGY,0
8970-ANWXO,1
9480-BQJEI,1
5394-SVGJV,1
6979-TNDEU,0
9777-WJJPR,1
9283-LZQOH,1
7079-QRCBC,1
9495-SKLKD,1
6048-UWKAL,1
5067-DGXLL,0
5469-CTCWN,1
9851-QXEEQ,1
9290-SHCMB,0
0743-HNPFG,0
2277-BKJKN,0
9809-IMGCQ,1
5208-HFSBT,0
5035-PGZXH,1
8695-WDYEA,0
6543-JXSOO,0
8016-ZMGMO,1
8605-ITULD,0
3254-YRILK,1
6416-YJTTB,0
2667-WYLWJ,0
4472-VESGY,1
3195-TQDZX,0
3128-YOVTD,0
0529-ONKER,1
1728-CXQBE,1
5014-GSOUQ,0
5724-BIDBU,1
0481-SUMCB,1
1769-GRUIK,0
5240-IJOQT,1
7427-AUFPY,0
2811-POVEX,0
1092-GANHU,0
7898-PDWQE,1
9972-EWRJS,0
9314-IJWSQ,1
5799-JRCZO,0
1921-KYSAY,1
6198-RTPMF,1
2924-KHUVI,1
1925-GMVBW,0
6184-DYUOB,0
9207-ZPANB,1
5766-XQXMQ,0
9327-QSDED,0
1656-DRSMG,1
3012-VFFMN,0
2984-AFWNC,0
0640-YJTPY,0
8096-LOIST,0
9764-REAFF,0
3703-VAVCL,0
7107-UBYKY,1
4881-GQJTW,0
8519-QJGJD,0
7876-DNYAP,0
7905-NJMXS,1
2882-WDTBA,0
2091-GPPIQ,1
6326-MTTXK,1
5071-FBJFS,0
2796-UUZZO,0
2429-AYKKO,0
9798-OPFEM,0
0330-IVZHA,0
3794-NFNCH,0
5193-QLVZB,1
7114-AEOZE,0
2886-KEFUM,1
5522-NYKPB,0
4237-RLAQD,0
9957-YODKZ,1
6518-KZXCB,1
2245-ADZFJ,1
7776-QGYJC,0
9313-QOLTZ,0
9651-GTSAQ,0
3186-BAXNB,0
4672-FOTSD,1
0637-YLETY,1
9818-XQCUV,0
1157-BQCUW,1
3223-DWFIO,0
2660-EMUBI,1
6968-GMKPR,0
4751-ERMAN,0
1436-ZMJAN,0
3292-PBZEJ,1
0799-DDIHE,0
3070-FNFZQ,0
2812-SFXMJ,0
7675-OZCZG,0
5014-WUQMG,0
5312-TSZVC,0
2003-CKLOR,0
0993-OSGPT,0
9254-RBFON,0
1205-WNWPJ,0
9391-EOYLI,0
7108-DGVUU,1
5127-BZENZ,1
2720-FVBQP,1
4522-XRWWI,1
3766-EJLFL,1
5939-SXWHM,1
8152-UOBNY,1
7351-KYHQH,0
7643-RCHXS,0
8246-SHFGA,0
8387-MOJJT,0
0620-XEFWH,0
6485-QXWWE,1
2761-OCIAX,0
7321-VGNKU,0
5327-CNLUQ,1
7552-KEYGT,0
5816-JMLGY,0
3068-OMWZA,1
2927-QRRQV,1
6032-KRXXO,0
7459-RRWQZ,1
6265-SXWBU,1
7941-RCJOW,0
6374-NTQLP,0
4154-AQUGT,0
2387-KDZQY,0
3584-WKTTW,1
3399-BMLVW,0
1971-DTCZB,1
3092-IGHWF,1
3374-PZLXD,0
2812-REYAT,0
6518-PPLMZ,0
4939-KYYPY,1
8017-LXHFA,0
5930-GBIWP,1
6352-TWCAU,1
2361-UPSND,0
6035-RIIOM,1
2929-QNSRW,1
1262-OPMFY,0
9504-DSHWM,1
5035-BVCXS,0
6267-DCFFZ,1
3533-UVMOM,0
2439-LYPMQ,1
4248-QPAVC,1
1899-VXWXM,1
1478-VPOAD,0
2988-PLAHS,0
1371-OJCEK,1
8883-ANODQ,1
4690-LLKUA,0
2351-RRBUE,0
5980-BDHPY,1
1498-DQNRX,0
9469-WEJBT,0
3331-HQDTW,1
9490-DFPMD,1
2581-VKIRT,1
5442-XSDCW,0
7426-WEIJX,1
2851-MMUTZ,0
3049-NDXFL,1
8580-AECUZ,0
6625-FLENO,0
2967-MXRAV,0
7963-GQRMY,0
8189-HBVRW,1
4163-KIUHY,1
1228-FZFRV,1
3500-NSDOA,1
1171-TYKUR,1
3761-FLYZI,1
2058-DCJBE,0
5364-XYIRR,1
4829-AUOAX,1
1219-NNDDO,1
8388-DMKAE,0
4403-BWPAY,1
9659-QEQSY,1
5405-ZMYXQ,1
5047-LHVLY,0
1442-OKRJE,0
4737-AQCPU,1
9158-VCTQB,1
2808-CHTDM,1
6311-UEUME,0
0793-TWELN,1
3283-WCWXT,1
1060-ENTOF,1
0999-QXNSA,0
5451-MHQOF,1
4836-WNFNO,1
9225-BZLNZ,1
0354-VXMJC,0
4422-QVIJA,1
9365-SRSZE,0
6839-ITVZJ,1
8332-OSJDW,1
4735-BJKOU,0
5740-YHGTW,1
8917-SZTTJ,0
7359-WWYJV,1
4906-ZHGPK,1
8593-WHYHV,1
3795-GWTRD,0
1298-PHBTI,1
6223-DHJGV,0
6961-MJKBO,0
6097-EQISJ,1
4423-YLHDV,1
0107-YHINA,1
4918-FYJNT,1
0727-BNRLG,1
4854-CIDCF,0
8640-SDGKB,0
3280-MRDOF,1
6435-SRWBJ,1
9964-WBQDJ,1
6303-KFWSL,1
1702-CCFNJ,1
8932-CZHRQ,1
0386-CWRGM,0
5515-RUGKN,0
0404-AHASP,0
7279-NMVJC,0
2081-VEYEH,0
6407-UTSLV,0
4116-TZAQJ,0
2587-YNLES,0
7398-SKNQZ,1
5935-FCCNB,1
1958-RNRKS,1
5136-RGMZO,1
8345-MVDYC,0
8226-BXGES,1
3877-JRJIP,1
8375-DKEBR,0
9705-IOVQQ,1
1015-OWJKI,0
2040-XBAVJ,1
7551-JOHTI,0
8887-IPQNC,0
8646-JCOMS,1
9804-ICWBG,0
1222-KJNZD,0
0106-GHRQR,1
5318-IXUZF,0
3768-VHXQO,1
8952-WCVCD,0
2418-TPEUN,0
3963-RYFNS,1
3198-VELRD,1
8540-ZQGEA,0
1320-REHCS,1
4137-JOPHL,0
9436-ZBZCT,1
7801-CEDNV,0
2057-BOYKM,1
3658-QQJYD,0
1803-BGNBD,0
0134-XWXCE,0
6950-TWMYB,0
5848-FHRFC,0
2243-FNMMI,0
2511-MORQY,1
5356-KZCKT,1
9470-XCCEM,1
6519-CFDBX,0
3902-MIVLE,1
0409-WTMPL,1
8763-KIAFH,0
3669-WHAFY,1
3055-VTCGS,0
3144-KMTWZ,1
7279-BUYWN,1
7156-MHUGY,0
7198-GLXTC,0
2007-QVGAW,0
5207-PLSTK,0
2307-FYNNL,1
5605-XNWEN,1
2155-AMQRX,1
6181-AXXYF,1
5091-HFAZW,0
0516-VRYBW,0
2519-LBNQL,1
8623-ULFNQ,1
8380-PEFPE,0
5687-DKDTV,0
1568-LJSZU,1
7530-HDYDS,0
7789-HKSBS,1
7416-CKTEP,0
3096-IZETN,0
2348-KCJLT,0
8401-EMUWF,1
4193-IBKSW,1
5377-NDTOU,1
5922-ABDVO,1
2474-LCNUE,1
0839-QNXME,0
3506-OVLKD,1
9172-ANCRX,1
6650-VJONK,0
2178-PMGCJ,0
6016-LVTJQ,0
7860-KSUGX,1
8966-KZXXA,1
6910-HADCM,0
4816-LXZYW,1
9606-PBKBQ,1
5149-QYTTU,1
2070-XYMFH,1
2085-BOJKI,0
0817-HSUSE,0
5442-PPTJY,0
1927-QEWMY,0
1663-MHLHE,0
5663-QBGIS,1
4450-MDZFX,1
7554-AKDQF,0
3536-IQCTX,1
4911-BANWH,1
8496-EJAUI,0
0794-YVSGE,0
5423-BHIXO,1
6908-VVYHM,1
1839-UMACK,1
3030-YDNRM,1
7321-KKSDU,0
3402-XRIUO,1
8286-AFUYI,0
8080-DDEMJ,0
8356-WUAOJ,0
6365-MTGZX,0
1349-WXNGG,0
8058-DMYRU,1
9350-ZXYJC,1
6990-YNRIO,1
8958-JPTRR,1
6959-GQEGV,0
3173-WSSUE,0
1265-HVPZB,0
7369-TRPFD,0
1098-KFQEC,0
7190-XHTWJ,0
0621-TWIEM,0
3537-RYBHH,1
3669-OYSJI,0
1612-EOHDH,0
5296-BFCYD,0
4510-PYUSH,0
9359-JANWS,0
7517-SAWMO,0
4143-HHPMK,0
3279-DYZQM,0
7054-LGEQW,0
9575-IWCAZ,1
7105-MXJLL,0
7064-FRRSW,1
7940-UQQUG,1
0923-PNFUB,0
3961-SXAXY,0
7010-BRBUU,1
3566-HJGPK,0
3062-ICYZQ,1
9938-PRCVK,0
0973-KYVNF,0
5129-HHMZC,1
9637-CDTKZ,1
3946-JEWRQ,1
7873-CVMAW,1
0463-WZZKO,0
3494-JCHRQ,0
6474-FVJLC,1
5832-EXGTT,0
8840-DQLGN,1
2039-JONDJ,0
7217-JYHOQ,0
6695-FRVEC,0
4547-LYTDD,1
9894-QMIMJ,0
6770-XUAGN,0
4193-ORFCL,0
3466-WAESX,1
3638-VBZTA,1
7459-IMVYU,1
7776-QWNFX,0
6689-TCZHQ,0
8563-OYMQY,0
0754-EEBDC,0
5777-ZPQNC,0
1951-IEYXM,1
3318-NMQXL,0
3143-ILDAL,1
1022-RKXDR,1
2272-UOINI,0
8232-UTFOZ,0
3750-YHRYO,0
5668-MEISB,1
0129-QMPDR,0
7188-CBBBA,1
5356-CSVSQ,1
3221-CJMSG,0
4720-VSTSI,1
3219-JQRSL,1
2801-NISEI,0
3946-MHCZW,0
4623-ZKHLY,0
6732-VAILE,1
8201-AAXCB,1
7696-CFTAT,0
1845-CSBRZ,1
2123-VSCOT,1
6651-AZVTJ,1
4566-GOLUK,1
2484-DGXPZ,0
2018-QKYGT,0
2792-VPPET,0
7409-JURKQ,1
3247-MHJKM,0
1964-SVLEA,0
4587-NUKOX,0
7297-DVYGA,0
2239-CGBUZ,0
0854-UYHZD,0
7243-LCGGZ,0
8267-KFGYD,0
4890-VMUAV,1
9261-WDCAF,0
3764-MNMOI,0
7442-YGZFK,1
8229-BUJHX,0
7449-HVPIV,1
5504-WSIUR,1
8183-ONMXC,0
8466-PZBLH,1
9614-RMGHA,1
8735-IJJEG,0
0564-MUUQK,1
5054-IEXZT,0
5834-ASPWA,1
0701-RFGFI,1
0019-EFAEP,1
5619-PTMIK,1
3737-XBQDD,1
5846-QFDFI,1
4445-KWOKW,1
3511-APPBJ,0
7967-HYCDE,0
2430-RRYUW,0
3948-XHGNA,0
3723-BFBGR,1
0565-IYCGT,1
5447-WZAFP,0
5445-UTODQ,0
4425-OWHWB,0
7892-QVYKW,1
9675-ICXCT,0
1024-VRZHF,1
4703-MQYKT,0
9497-QCMMS,1
5692-ICXLW,1
0602-DDUML,0
2208-MPXIO,0
1960-UYCNN,1
0348-SDKOL,1
3190-FZATL,0
7336-RLLRH,1
4373-MAVJG,1
7710-JSYOA,1
5419-KLXBN,0
3424-NMNBO,1
4514-GFCFI,1
0607-MVMGC,1
3365-SAIGS,0
9828-AOQLM,0
8022-BECSI,0
8000-REIQB,0
9993-LHIEB,0
0266-CLZKZ,1
3858-VOBET,1
7020-OZKXZ,0
3977-QCRSL,0
1447-PJGGA,0
8565-CLBZW,1
9139-WQQDY,1
0224-HJAPT,1
8086-OVPWV,0
9430-FRQOC,1
7639-OPLNG,1
3074-GQWYX,1
1492-QGCLU,1
6845-RGTYS,1
7328-OWMOM,0
4418-LZMSV,0
5155-AZQPB,1
8861-HGGKB,1
1087-GRUYI,0
7065-YUNRY,0
7694-VLBWQ,1
2546-KZAAT,0
0181-RITDD,0
5989-PGKJB,0
4795-KTRTH,1
8272-ONJLV,0
1488-PBLJN,1
0308-GIQJT,1
3778-FOAQW,0
4452-ROHMO,0
6481-OGDOO,0
3090-LETTY,1
3753-TSEMP,0
8305-VHZBZ,0
9720-JJJOR,0
8100-HZZLJ,0
8775-ERLNB,1
8309-IEYJD,0
9172-JITSM,0
6298-QDFNH,1
7398-HPYZQ,1
3546-GHEAE,0
7361-YPXFS,1
6557-BZXLQ,0
2550-QHZGP,0
7519-JTWQH,1
8543-MSDMF,0
9961-JBNMK,0
1170-SASML,1
5346-BZCHP,0
2038-LLMLM,1
6173-ITPWD,1
9734-UYXQI,1
1216-BGTSP,1
4138-NAXED,1
2189-UXTKY,1
0744-BIKKF,1
7483-IQWIB,1
5248-KWLAR,1
4958-GZWIY,0
7996-MHXLW,1
7833-PKIHD,0
7061-OVMIM,0
5153-RTHKF,1
1852-QSWCD,1
4832-VRBMR,1
9079-LWTFD,1
6356-ELRKD,0
8624-GIOUT,1
3392-EHMNK,1
5986-WWXDV,0
3061-BCKYI,0
6179-GJPSO,0
7901-TBKJX,1
7228-PAQPD,0
3177-LASXD,0
7746-QYVCO,0
5804-HYIEZ,1
9919-FZDED,1
5934-TSSAU,0
3486-KHMLI,1
4897-QSUYC,0
1084-UQCHV,0
8290-YWKHZ,1
2955-BJZHG,0
6784-XYJAE,1
8957-THMOA,0
2251-PYLPB,1
5555-RNPGT,1
1057-FOGLZ,0
9300-RENDD,0
0761-AETCS,0
8087-LGYHQ,0
4137-BTIKL,1
2190-BCXEC,1
6227-FBDXH,1
2153-MREFK,1
2911-WDXMV,1
7206-PQBBZ,0
3106-ULWFW,1
0925-VYDLG,1
4547-FZJWE,0
7422-WNBTY,1
0842-IWYCP,0
3521-HTQTV,1
3744-ZBHON,0
3373-DIUUN,0
8383-SGHJU,1
7607-QKKTJ,1
7707-PYBBH,0
8984-HPEMB,1
4349-GFQHK,1
9779-DPNEJ,0
9805-FILKB,0
5793-YOLJN,0
0673-IGUQO,0
4123-FCVCB,1
8819-IMISP,1
8311-UEUAB,1
5858-EAFCZ,0
1163-ONYEY,1
9787-XVQIU,1
8945-MUQUF,1
6082-OQFBA,0
8051-HJRLT,0
8974-OVACP,0
4010-YLMVT,1
1379-FRVEB,1
8612-GXIDD,1
6288-CHQJB,0
8160-HOWOX,0
3023-GFLBR,1
6648-INWPS,0
4223-BKEOR,0
4079-VTGLK,1
1763-WQFUK,0
1391-UBDAR,0
8894-JVDCV,1
2023-VQFDL,0
1345-GKDZZ,0
2014-MKGMH,1
5628-FCGYG,1
2560-WBWXF,1
0248-IPDFW,1
7978-DKUQH,0
4335-UPJSI,0
0524-IAVZO,1
2737-YNGYW,0
1784-EZDKJ,1
9297-FVVDH,1
8007-YYPWD,1
7101-HRBLJ,0
5159-YFPKQ,0
6635-CPNUN,1
4021-RQSNY,1
5453-YBTWV,0
5039-LZRQT,0
2931-VUVJN,1
9061-TIHDA,1
8699-ASUFO,1
6418-PIQSP,0
8220-OCUFY,0
3995-WFCSM,0
1895-QTKDO,0
2038-OEQZH,0
1178-PZGAB,0
7927-AUXBZ,0
2626-VEEWG,0
2878-RMWXY,1
1657-DYMBM,0
7311-MQJCH,0
7375-WMVMT,0
1136-XGEQU,1
2530-FMFXO,1
6844-DZKRF,0
4695-WJZUE,1
7619-ODSGN,1
5970-GHJAW,0
8879-XUAHX,1
4195-PNGZS,1
5003-XZWWO,1
3988-RQIXO,0
7622-FWGEW,0
6922-NCEDI,0
2514-GINMM,0
9891-NQDBD,1
6131-IUNXN,0
8548-AWOFC,1
9798-DRYDS,1
8532-UEFWH,1
6296-DDOOR,0
7951-VRDVK,0
5931-FLJJF,0
4815-YOSUK,1
2659-VXMWZ,1
0380-NEAVX,0
3207-OYBWH,1
4285-GYRQC,0
7216-EWTRS,1
4365-MSDYN,0
7036-TYDEC,1
5802-ADBRC,1
8076-FEZKJ,0
5197-YPYBZ,1
8337-MSSXB,0
8495-LJDFO,1
0839-JTCUD,1
5494-WOZRZ,0
1302-UHBDD,0
2234-EOFPT,0
8619-IJNDK,0
8378-LKJAF,1
8182-BJDSI,1
2528-HFYZX,0
0788-DXBFY,0
3597-YASZG,1
3496-LFSZU,0
5242-UOWHD,0
2482-CZGBB,0
6479-SZPLM,0
8097-VBQTZ,0
4500-HKANN,1
9917-KWRBE,1
3420-ZDBMA,0
1393-IMKZG,0
3398-GCPMU,1
2908-WGAXL,1
3378-AJRAO,1
1013-QCWAM,1
0866-QLSIR,1
6050-FFXES,1
7181-BQYBV,1
0362-RAOQO,0
9554-DFKIC,1
5527-ACHSO,0
0829-DDVLK,0
1399-UBQIU,0
1813-JLKWR,0
0336-PIKEI,0
7322-OCWHC,1
9537-VHDTA,0
4957-TIALW,0
2054-PJOCK,1
9150-HEPMB,0
9030-QGZNL,0
6204-IEUXJ,0
3126-WQMGH,1
4529-CKBCL,0
2506-CLAKW,0
7176-WRTNX,1
1583-IHQZE,1
5732-IKGQH,0
9239-GZHZE,1
7205-BAIAD,0
0151-ONTOV,0
4140-MUHUG,0
0093-EXYQL,0
8064-RAVOH,0
0219-QAERP,0
0320-JDNQG,0
7180-PISOG,1
9168-INPSZ,1
3571-RFHAR,1
0015-UOCOJ,0
5334-AFQJB,1
2754-SDJRD,1
9578-VRMNM,1
1587-FKLZB,1
6140-QNRQQ,0
8963-JLGJT,0
4307-KTUMW,1
1465-LNTLJ,0
5440-FLBQG,1
2135-DQWAQ,0
4056-QHXHZ,1
7488-MXJIV,1
7401-JIXNM,1
9339-FIIJL,1
2027-FECZV,1
4706-DGAHW,0
3870-MQAMG,1
6670-MFRPK,1
6177-PEVRA,0
4800-CZMPC,1
4813-HQMGZ,1
7579-KKLOE,1
7377-DMMRI,0
8402-EIVQS,0
4947-DSMXK,1
7245-NIIWQ,0
0002-ORFBO,0
3324-OIRTO,0
5414-OFQCB,1
8552-OBVRU,0
8499-BRXTD,0
9154-QDGTH,1
8197-BFWVU,1
2577-GVSIL,1
9367-OIUXP,0
6770-UAYGJ,1
6463-HHXJR,1
7928-VJYAB,0
1187-WILMM,1
9776-OJUZI,1
1306-RPWXZ,0
8949-JTMAY,1
2774-LVQUS,1
3097-PYWXL,0
2266-SJNAT,1
0869-PAPRP,0
4238-JSSWH,1
2972-YDYUW,1
1104-FEJAM,1
2809-ILCYT,1
5499-ECUTN,0
4981-FLTMF,1
9121-PHQSR,1
3113-IWHLC,0
3211-ILJTT,0
4612-THJBS,1
4277-BWBML,0
4094-NSEDU,1
4304-TSPVK,1
1552-AAGRX,1
2637-FKFSY,0
7874-ECPQJ,0
0020-INWCK,1
7089-RKVSZ,1
9548-ZMVTX,1
8739-XNIKG,1
9755-JHNMN,0
3981-QSVQI,0
2789-HQBOU,0
9424-CMPOG,0
5067-WJEUN,0
3450-WXOAT,0
9251-WNSOD,1
6974-DAFLI,0
2616-UUTFK,1
7064-JHXCE,0
5103-MHMHY,0
4373-VVHQL,0
4559-UWIHT,1
7268-IGMFD,1
1846-XWOQN,0
0235-KGSLC,0
6650-BWFRT,1
9570-KYEUA,1
6993-YGFJV,1
2712-SYWAY,1
0730-BGQGF,1
5498-IBWPI,0
9101-NTIXF,0
0013-SMEOE,0
9314-QDMDW,0
9308-ANMVE,0
2884-GBPFB,0
3757-NJYBX,1
3413-DHLPB,1
7649-PHJVR,0
2573-GYRUU,1
1247-QBVSH,0
6734-GMPVK,1
9822-OAOVB,0
6161-ERDGD,1
1226-JZNKR,0
7318-EIVKO,1
3771-PZOBW,1
5136-KCKGI,1
8231-BSWXX,1
6486-LHTMA,1
4083-BFNYK,1
3722-WPXTK,0
5141-ZUVBH,0
1089-HDMKP,0
7623-HKYRK,0
0310-SUCIN,0
5197-PYEPU,1
2929-ERCFZ,0
7548-SEPYI,0
8835-VSDSE,0
6619-RPLQZ,0
3503-TYDAY,1
6901-GOGZG,1
9621-OUPYD,0
9898-KZQDZ,1
8982-NHAVY,1
0141-YEAYS,1
2450-ZKEED,0
9603-OAIHC,0
1133-KXCGE,0
5236-PERKL,1
0142-GVYSN,0
2519-FAKOD,1
8406-LNMHF,0
1821-BUCWY,0
0023-UYUPN,1
1465-WCZVT,0
9481-SFCQY,0
6360-SVNWV,0
0567-GGCAC,0
7089-IVVAZ,1
8884-MRNSU,0
2171-UDMFD,0
9050-IKDZA,0
2205-YMZZJ,1
9802-CAQUT,1
1254-IZEYF,1
0187-WZNAB,0
9492-TOKRI,1
1475-VWVDO,0
9221-OTIVJ,1
1357-MVDOZ,0
7602-MVRMB,1
3325-FUYCG,1
5908-QMGOE,1
1197-BVMVG,1
5406-KGRMX,1
8481-YYXWG,0
5968-HYJRZ,1
5198-EFNBM,0
7516-GMHUV,1
7140-ADSMJ,0
2230-XTUWL,0
7706-YLMQA,0
2585-KTFRE,0
7994-UYIVZ,1
2609-IAICY,1
7717-BICXI,0
6559-RAKOZ,1
4716-MRVEN,0
2143-LJULT,1
1323-OOEPC,1
3200-MNQTF,1
6164-HXUGH,0
5630-IXDXV,1
0320-DWVTU,0
9135-MGVPY,0
1212-GLHMD,0
7878-JGDKK,0
1088-AUUZZ,1
0397-GZBBC,1
6614-YWYSC,1
9588-OZDMQ,0
7641-EUYET,1
6476-EPYZR,0
9921-ZVRHG,1
1174-FGIFN,1
6620-HVDUJ,0
4701-MLJPN,0
1032-MAELW,1
7641-TQFHN,1
1552-TKMXS,0
8622-ZLFKO,1
1596-BBVTG,1
6188-UXBBR,0
2333-KWEWW,0
5702-SKUOB,0
1134-YWTYF,0
6061-GWWAV,0
0679-TDGAK,0
6585-WCEWR,0
9067-YGSCA,1
9067-SQTNS,0
8433-WXGNA,0
1776-SPBWV,0
8735-SDUFN,1
9668-PUGNU,1
9405-GPBBG,1
1926-QUZNN,1
3707-GNWHM,1
7016-NVRIC,0
5829-NVSQN,0
9565-AXSMR,0
8922-LIEGH,1
8869-LIHMK,1
8245-UMPYT,1
5186-SAMNZ,0
0447-RXSGD,1
4927-WWOOZ,1
5788-YPOEG,0
5373-SFODM,1
0661-KBKPA,1
9081-WWXKP,0
0784-ZQJZX,0
3133-PZNSR,1
5766-ZJYBB,0
8931-GJJIQ,1
4277-PVRAN,0
0022-TCJCI,0
0722-SVSFK,0
3612-YVGSJ,1
9825-YCXWZ,0
8565-HBFNN,1
2000-DHJUY,1
0203-HHYIJ,1
8670-ERCJH,1
2050-ONYDQ,1
7055-JCGNI,1
4826-DXMUP,0
0952-KMEEH,1
7285-KLOTR,1
0654-PQKDW,0
7175-NTIXE,0
9796-BPKIW,0
0188-GWFLE,0
8129-GMVGI,0
2882-DDZPG,0
3547-LQRIK,1
9137-NOQKA,0
5843-TTHGI,0
1849-RJYIG,0
8868-GAGIO,1
4061-UKJWL,0
5380-XPJNZ,0
8263-QMNTJ,1
8178-EYZUO,1
3230-JCNZS,1
5130-IEKQT,1
3230-WYKIR,1
7996-BPXHY,1
3227-WLKLI,1
0407-BDJKB,1
2266-FUBDZ,0
8237-ULIXL,1
9600-UDOPK,1
8216-AZUUZ,0
9153-BTBVV,1
4074-SJFFA,0
3269-ATYWD,1
5186-PEIZU,0
1074-AMIOH,0
4910-GMJOT,1
0354-WYROK,0
4361-FEBGN,0
7748-UMTRK,1
0380-ZCSBI,0
7145-FEJWU,1
6463-MVYRY,0
3969-JQABI,0
9624-EGDEQ,0
1051-EQPZR,0
5849-ASHZJ,0
5780-INQIK,0
7576-OYWBN,1
4526-ZJJTM,0
8384-FZBJK,1
3750-RNQKR,0
0962-CQPWQ,0
3096-YXENJ,1
1265-BCFEO,1
5837-LXSDN,0
5945-AZYHT,1
8325-QRPZR,0
6384-VMJHP,0
2262-SLNVK,0
7730-CLDSV,1
1135-HIORI,1
0164-APGRB,1
6481-ESCNL,1
1790-NESIO,0
1550-EENBN,1
5539-TMZLF,0
4446-BZKHU,1
5976-JCJRH,0
8198-RKSZG,1
0137-OCGAB,1
3351-NQLDI,1
9297-EONCV,1
7593-JNWRU,0
4588-YBNIB,0
1069-QJOEE,0
3336-JORSO,1
7799-DSEWS,0
8766-PAFNE,0
5315-CKEQK,1
3130-ICDUP,1
0820-FNRNX,1
0880-FVFWF,1
4213-HKBJO,1
2792-LSHWX,0
5028-GZLDO,0
0014-BMAQU,1
6861-XWTWQ,1
9018-PCIOK,0
4837-QUSFT,1
6877-TJMBR,0
9953-ZMKSM,1
0907-HQNTS,1
6769-DCQLI,0
2433-KMEAS,1
4391-LNRXK,0
8250-ZNGGW,0
2195-ZRVAX,0
3550-SAHFP,1
8562-GHPPI,0
5893-PYOLZ,0
4986-MXSFP,0
6131-FOYAS,1
3027-YNWZU,1
5609-IMCGG,1
4873-ILOLJ,0
4727-MCYZG,0
9481-WHGWY,0
2725-KXXWT,0
9565-DJPIB,1
4328-VUFWD,0
3301-LSLWQ,1
7473-ZBDSN,0
3166-PNEOF,1
5639-NTUPK,0
5140-FOMCQ,1
6242-SGYTS,1
8166-ORCHU,0
8414-OOEEL,0
8454-AATJP,1
6849-WLEYG,0
4659-NZRUF,1
4531-AUZNK,1
4191-XOVOM,1
2150-OEGBV,0
8429-XIBUM,1
1855-CFULU,0
4878-BUNFV,0
1872-EBWSC,0
2608-BHKFN,0
7026-YMSBE,0
7341-LXCAF,1
6997-UVGOX,0
9462-MJUAW,1
8128-YVJRG,1
5440-VHLUL,1
5781-BKHOP,1
4283-FUTGF,1
5213-TWWJU,0
1569-TTNYJ,1
8628-MFKAX,1
2397-BRLOM,0
7629-WIXZF,0
5445-GLVOT,0
3976-HXHCE,0
2466-NEJOJ,0
0254-KCJGT,1
6461-SZMCV,1
8150-QUDFX,0
9508-ILZDG,1
1697-LYYYX,0
1942-OQFRW,0
4749-VFKVB,1
9640-ZSLDC,0
4231-LZUYM,1
7598-UAASY,0
7938-OUHIO,0
8510-AWCXC,1
3594-BDSOA,0
0431-APWVY,0
5996-DAOQL,0
6838-YAUVY,1
0484-JPBRU,1
7883-ROJOC,0
0244-LGNFY,1
4295-YURET,0
3426-NIYYL,1
8225-BTJAU,0
4635-EJYPD,0
1866-ZSLJM,0
4636-TVXVG,0
9392-XBGTD,0
3387-VATUS,1
1143-NMNQJ,1
1169-SAOCL,1
1110-KYLGQ,1
9929-PLVPA,0
3518-PZXZQ,0
2371-JUNGC,0
7693-QPEFS,1
0924-BJCRC,1
5074-FBGHB,1
2351-BKRZW,0
4455-BFSPD,1
0415-MOSGF,0
1724-BQUHA,0
3948-KXDUF,1
2323-ARSVR,0
0815-MFZGM,0
4826-XTSOH,1
5480-XTFFL,0
8295-FHIVV,0
9086-YJYXS,1
1179-INLAT,0
6857-VWJDT,1
5468-BPMMO,0
5624-BQSSA,0
0197-PNKNK,1
2439-QKJUL,0
1194-SPVSP,0
9534-NSXEM,0
8929-KSWIH,0
2250-IVBWA,0
1810-MVMAI,1
9506-UXUSK,0
1229-RCALF,1
3572-UOLYZ,1
1429-UYJSV,0
5577-OTWWW,0
6100-QQHEB,1
